1	1.14579215687005
2	1.05908546848697
3	1.12366547955374
4	1.02203044659485
5	1.09143782220071
6	1.09143782220071
7	1.16272493598256
8	1.16272493598256
9	1.14408010860731
10	1.14408010860731
11	1.14408010860731
12	1.14408010860731
13	1.14408010860731
14	1.14408010860731
15	1.08518194258986
16	1.08518194258986
17	1.08518194258986
18	1.24254974239936
19	1.19992105824379
20	1.26697439076306
21	1.26697439076306
22	1.26697439076306
23	1.26697439076306
24	1.26697439076306
25	1.21601020267482
26	1.10682452165943
27	1.0376317209729
28	1.0376317209729
29	1.0376317209729
30	1.18506849852828
31	1.18506849852828
32	1.18506849852828
33	1.18506849852828
34	1.18506849852828
35	1.18506849852828
36	1.18506849852828
37	1.18506849852828
38	1.24722421967831
39	1.37868869905894
40	1.3850763836373
41	1.43523663477936
42	1.38922313614422
43	1.29506491323072
44	1.29506491323072
45	1.29506491323072
46	1.29506491323072
47	1.29506491323072
48	1.12833818530634
49	1.31027782867506
50	1.45015743671368
51	1.45015743671368
52	1.45015743671368
53	1.45015743671368
54	1.45015743671368
55	1.45015743671368
56	1.45015743671368
57	1.45015743671368
58	1.45015743671368
59	1.30061929929896
60	1.30061929929896
61	1.30061929929896
62	1.30061929929896
63	1.30061929929896
64	1.30061929929896
65	1.30061929929896
66	1.20508030940236
67	1.12427436802887
68	1.12427436802887
69	1.12427436802887
70	1.19081451764767
71	1.18999367016622
72	1.18999367016622
73	1.18331919947449
74	1.18331919947449
75	1.18331919947449
76	1.18331919947449
77	1.34308561288191
78	1.23560016428097
79	1.39385976012694
80	1.39385976012694
81	1.39385976012694
82	1.41302173917584
83	1.41302173917584
84	1.46903933622093
85	1.20688810526194
86	1.20688810526194
87	1.15785147350526
88	1.15785147350526
89	1.15785147350526
90	1.15785147350526
91	1.15785147350526
92	1.15785147350526
93	1.15785147350526
94	1.15785147350526
95	1.15785147350526
96	1.15785147350526
97	1.15785147350526
98	1.1633390927789
99	1.12493585985515
100	1.14173623312811
101	1.25077977429388
102	1.25077977429388
103	1.25077977429388
104	1.0678216377526
105	1.0678216377526
106	1.0678216377526
107	1.0678216377526
108	1.0678216377526
109	1.14092971569964
110	1.14092971569964
111	1.05638594082922
112	1.05638594082922
113	1.10968718960513
114	1.10968718960513
115	1.10968718960513
116	1.10968718960513
117	1.10968718960513
118	1.10514687843794
119	1.10514687843794
120	1.10514687843794
121	1.10514687843794
122	1.10514687843794
123	1.10514687843794
124	0.943011457170179
125	0.943011457170179
126	0.943011457170179
127	0.943011457170179
128	1.08935743868535
129	1.08935743868535
130	1.08935743868535
131	0.989096941981648
132	0.989096941981648
133	0.989096941981648
134	0.989096941981648
135	0.989096941981648
136	1.1618071956213
137	1.27873733970794
138	1.27873733970794
139	1.27873733970794
140	1.26497950230678
141	1.26497950230678
142	1.13398591338304
143	1.21320852615938
144	1.21320852615938
145	1.31622875466913
146	1.31622875466913
147	1.2798283656028
148	1.2798283656028
149	1.2407076663729
150	1.2407076663729
151	1.2407076663729
152	1.2407076663729
153	1.39925361373231
154	1.35983197185268
155	1.26975716375752
156	1.37634688024767
